serial_number,deploy_date,floor,hive_num,latitude,longitude,main_date,manuf_date,retired,sensor_type,vendor,wing,lat_long
9ba3a88b-750c-11e6-834d-5fcfed080ab0,2015-10-11 07:32:16+0000,52,2,-82.68941,20.3053,2015-10-24 04:21:03+0000,2014-04-19 16:29:39+0000,FALSE,Temperature/Humidity,Furor,South-East-1F,"-82.68941,20.3053"
9ba2bdb3-750c-11e6-834d-5fcfed080ab0,2015-11-10 14:32:45+0000,96,1,48.12231,0.4076,2016-01-13 16:11:17+0000,2015-08-17 08:00:49+0000,FALSE,Temperature/Motion,Valhalla,West-1G,"48.12231,0.4076"
9ba2974a-750c-11e6-834d-5fcfed080ab0,2016-04-08 13:16:43+0000,88,2,-63.58591,-111.9776,2016-07-22 04:07:18+0000,2016-03-14 01:21:32+0000,FALSE,Temperature/Motion/Humidity,Valhalla,North-East-1F,"-63.58591,-111.9776"
9ba4e082-750c-11e6-834d-5fcfed080ab0,2016-07-16 21:25:51+0000,48,2,54.9454,58.5277,2016-08-04 13:15:51+0000,2015-01-09 04:25:26+0000,FALSE,Humidity,Valhalla,North-1A,"54.9454,58.5277"
9b937b54-750c-11e6-834d-5fcfed080ab0,2016-08-30 15:20:38+0000,36,2,-78.4016,-89.0553,2016-08-31 08:32:56+0000,2016-05-19 09:53:10+0000,FALSE,Temperature/Humidity,Hydro,South-West-1G,"-78.4016,-89.0553"
9ba46b88-750c-11e6-834d-5fcfed080ab0,2016-02-06 12:48:02+0000,3,1,1.67518,-25.4026,2016-08-11 23:58:32+0000,2013-12-10 05:05:33+0000,FALSE,Temperature/Humidity,Grime,West-1E,"1.67518,-25.4026"
9ba11019-750c-11e6-834d-5fcfed080ab0,2016-06-03 04:27:37+0000,12,1,19.58119,159.9001,2016-06-09 21:31:27+0000,2014-08-09 23:10:51+0000,FALSE,Motion,Lightning,North-1C,"19.58119,159.9001"
9ba5a47c-750c-11e6-834d-5fcfed080ab0,2016-06-20 13:36:47+0000,18,3,16.87672,-95.3318,2016-06-24 19:13:20+0000,2014-01-15 15:30:04+0000,FALSE,Temperature/Motion/Humidity,Phantom,South-East-1G,"16.87672,-95.3318"
9ba1fa5a-750c-11e6-834d-5fcfed080ab0,2016-01-28 23:15:49+0000,66,3,47.31205,-92.2982,2016-08-03 02:59:40+0000,2015-08-13 07:19:47+0000,FALSE,Temperature/Motion/Humidity,Grime,North-West-1G,"47.31205,-92.2982"
9ba64043-750c-11e6-834d-5fcfed080ab0,2016-05-23 10:26:09+0000,17,2,19.36156,52.7886,2016-07-21 04:38:42+0000,2015-01-04 22:09:57+0000,FALSE,Motion,Germ,East-1G,"19.36156,52.7886"
9ba49357-750c-11e6-834d-5fcfed080ab0,2015-10-27 13:29:21+0000,8,2,11.81445,-59.6111,2016-08-03 19:59:20+0000,2014-12-25 12:25:05+0000,FALSE,Temperature,Lightning,East-1F,"11.81445,-59.6111"
9ba52f46-750c-11e6-834d-5fcfed080ab0,2016-08-26 12:35:29+0000,48,2,13.88626,-33.7272,2016-08-28 04:30:12+0000,2016-05-04 09:51:06+0000,FALSE,Motion,Clone,West-1E,"13.88626,-33.7272"
9ba248ab-750c-11e6-834d-5fcfed080ab0,2015-10-08 12:23:39+0000,17,1,-54.41002,134.7167,2015-11-06 13:07:28+0000,2015-03-18 23:21:07+0000,FALSE,Temperature/Motion/Humidity,Furor,South-1D,"-54.41002,134.7167"
9b9c2df5-750c-11e6-834d-5fcfed080ab0,2015-11-21 11:51:10+0000,12,1,-17.86888,37.3811,2016-05-02 16:43:02+0000,2015-03-02 06:58:53+0000,FALSE,Motion,Valhalla,South-West-1B,"-17.86888,37.3811"
9ba26f8a-750c-11e6-834d-5fcfed080ab0,2015-11-29 22:37:08+0000,69,3,-78.85273,53.0716,2016-06-13 06:37:21+0000,2015-07-01 19:57:18+0000,FALSE,Motion/Humidity,Grime,North-West-1G,"-78.85273,53.0716"
9b96afac-750c-11e6-834d-5fcfed080ab0,2016-04-19 23:42:10+0000,50,2,51.92866,-141.0297,2016-05-29 12:14:31+0000,2014-08-07 18:03:52+0000,FALSE,Humidity,Twilight,North-East-1F,"51.92866,-141.0297"
9b948ccb-750c-11e6-834d-5fcfed080ab0,2016-02-29 04:15:04+0000,14,2,83.52527,-84.2078,2016-07-13 05:55:23+0000,2015-05-14 03:41:54+0000,FALSE,Temperature/Humidity,Shadow Council,North-1C,"83.52527,-84.2078"
9ba3cf8d-750c-11e6-834d-5fcfed080ab0,2015-10-25 03:05:24+0000,32,3,49.50253,-141.9734,2015-11-06 04:25:19+0000,2013-12-24 20:24:50+0000,FALSE,Temperature/Humidity,Hydro,South-East-1E,"49.50253,-141.9734"
9ba49337-750c-11e6-834d-5fcfed080ab0,2016-04-18 00:51:38+0000,13,2,-1.21594,-36.0009,2016-05-12 10:26:21+0000,2014-06-08 11:41:50+0000,FALSE,Temperature/Humidity,Twilight,East-1A,"-1.21594,-36.0009"
9b980f36-750c-11e6-834d-5fcfed080ab0,2015-11-01 20:27:14+0000,19,1,-70.86746,-7.8604,2016-03-02 17:18:20+0000,2015-10-13 18:45:44+0000,FALSE,Temperature/Humidity,Clone,South-West-1B,"-70.86746,-7.8604"
9ba57d42-750c-11e6-834d-5fcfed080ab0,2016-04-07 12:48:39+0000,36,1,57.62998,-37.6385,2016-08-14 20:40:36+0000,2014-10-12 03:24:32+0000,FALSE,Temperature/Humidity,Crew of Iron,West-1B,"57.62998,-37.6385"
9ba5a476-750c-11e6-834d-5fcfed080ab0,2016-03-17 06:32:49+0000,65,3,70.06261,109.8471,2016-07-30 01:58:06+0000,2014-10-11 13:09:25+0000,FALSE,Temperature/Motion/Humidity,Hydro,North-1F,"70.06261,109.8471"
9b9fd78a-750c-11e6-834d-5fcfed080ab0,2015-11-30 03:07:35+0000,68,2,-87.94411,-128.5102,2016-02-01 21:54:17+0000,2015-10-29 00:22:05+0000,FALSE,Motion,Furor,North-East-1E,"-87.94411,-128.5102"
9b9ddbb2-750c-11e6-834d-5fcfed080ab0,2015-12-25 23:17:11+0000,25,2,89.18061,155.7598,2016-01-07 19:36:07+0000,2015-04-03 10:35:57+0000,FALSE,Temperature,Phantom,West-1B,"89.18061,155.7598"
9ba4e155-750c-11e6-834d-5fcfed080ab0,2016-03-11 00:32:22+0000,73,2,67.799,32.0054,2016-06-07 12:18:08+0000,2015-07-29 22:03:40+0000,FALSE,Temperature/Humidity,Furor,North-West-1B,"67.799,32.0054"
9ba4ba0a-750c-11e6-834d-5fcfed080ab0,2016-08-02 19:02:02+0000,22,2,64.49357,86.2144,2016-08-29 01:03:23+0000,2014-11-05 17:47:36+0000,FALSE,Humidity,Silence,North-1A,"64.49357,86.2144"
9ba0c1dc-750c-11e6-834d-5fcfed080ab0,2016-01-16 08:27:36+0000,56,1,12.60471,131.3304,2016-02-16 03:13:13+0000,2014-06-04 17:10:44+0000,FALSE,Temperature,Chaos Assembly,South-West-1G,"12.60471,131.3304"
9ba1fa85-750c-11e6-834d-5fcfed080ab0,2015-11-13 11:08:16+0000,27,2,19.46634,-138.7508,2016-04-04 14:49:11+0000,2015-04-03 14:02:19+0000,FALSE,Temperature,Grime,West-1C,"19.46634,-138.7508"
9ba0c1c5-750c-11e6-834d-5fcfed080ab0,2016-02-09 14:19:57+0000,90,1,76.19185,141.8449,2016-02-16 09:21:54+0000,2015-10-31 17:50:35+0000,FALSE,Motion/Humidity,Valhalla,South-1B,"76.19185,141.8449"
9ba556ad-750c-11e6-834d-5fcfed080ab0,2015-11-19 19:28:42+0000,39,1,55.72784,-158.3992,2016-05-15 23:41:35+0000,2014-10-27 16:33:48+0000,FALSE,Temperature/Motion/Humidity,Phantom,South-1E,"55.72784,-158.3992"
9ba57cef-750c-11e6-834d-5fcfed080ab0,2016-05-07 16:51:15+0000,30,1,-79.17327,-72.2519,2016-05-27 21:39:16+0000,2014-11-22 22:07:42+0000,FALSE,Temperature/Humidity,Germ,South-West-1F,"-79.17327,-72.2519"
9ba09ae1-750c-11e6-834d-5fcfed080ab0,2015-10-22 08:19:45+0000,7,1,-19.58093,-42.8787,2016-07-09 01:54:50+0000,2015-06-01 15:23:26+0000,FALSE,Humidity,Crew of Iron,West-1D,"-19.58093,-42.8787"
9b9e9efa-750c-11e6-834d-5fcfed080ab0,2015-11-20 22:09:09+0000,52,3,-37.29769,177.6002,2016-02-04 01:58:51+0000,2014-06-30 12:29:55+0000,FALSE,Temperature,Twilight,North-1A,"-37.29769,177.6002"
9b9e29b2-750c-11e6-834d-5fcfed080ab0,2016-04-18 07:47:41+0000,40,1,65.15209,170.0365,2016-05-03 07:03:12+0000,2015-11-30 15:37:15+0000,TRUE,Temperature/Humidity,Valhalla,South-1A,"65.15209,170.0365"
9ba359f4-750c-11e6-834d-5fcfed080ab0,2016-08-14 17:07:32+0000,75,3,-46.39708,58.5089,2016-08-23 19:01:18+0000,2014-03-17 21:34:10+0000,FALSE,Temperature,Chaos Assembly,North-West-1G,"-46.39708,58.5089"
9b96889a-750c-11e6-834d-5fcfed080ab0,2016-02-06 05:41:16+0000,11,3,-61.56188,-159.2175,2016-05-22 12:45:18+0000,2014-07-29 12:41:12+0000,TRUE,Humidity,Hydro,North-1D,"-61.56188,-159.2175"
9ba332dc-750c-11e6-834d-5fcfed080ab0,2016-01-22 00:41:43+0000,65,2,3.07747,-49.1879,2016-03-16 02:03:22+0000,2014-11-03 23:55:13+0000,FALSE,Motion,Lightning,North-East-1D,"3.07747,-49.1879"
9b9d1847-750c-11e6-834d-5fcfed080ab0,2015-11-27 00:14:42+0000,16,1,65.14147,0.2989,2016-04-15 08:01:03+0000,2014-10-01 20:33:12+0000,FALSE,Temperature,Shadow Council,North-1C,"65.14147,0.2989"
9ba4e117-750c-11e6-834d-5fcfed080ab0,2016-03-08 03:00:52+0000,31,3,-32.37061,63.5358,2016-05-21 12:54:38+0000,2014-09-17 13:54:30+0000,FALSE,Temperature/Motion/Humidity,Phantom,South-1E,"-32.37061,63.5358"
9ba46c15-750c-11e6-834d-5fcfed080ab0,2016-01-05 04:50:13+0000,48,1,21.04018,164.0326,2016-06-15 14:11:14+0000,2014-07-03 11:19:46+0000,FALSE,Temperature,Clone,South-East-1G,"21.04018,164.0326"
9ba5a3d9-750c-11e6-834d-5fcfed080ab0,2016-07-09 12:33:54+0000,21,2,22.95204,-56.6851,2016-07-27 01:42:47+0000,2016-06-27 07:58:39+0000,FALSE,Temperature/Humidity,Valhalla,East-1E,"22.95204,-56.6851"
9b9d1849-750c-11e6-834d-5fcfed080ab0,2016-02-08 18:52:12+0000,24,2,83.37203,-87.1296,2016-05-08 01:54:49+0000,2015-03-17 20:59:17+0000,FALSE,Temperature/Motion/Humidity,Silence,South-West-1D,"83.37203,-87.1296"
9ba29762-750c-11e6-834d-5fcfed080ab0,2016-08-22 23:24:11+0000,73,3,-79.13333,172.157,2016-08-27 09:10:31+0000,2013-12-30 08:41:45+0000,FALSE,Humidity,Silence,South-1A,"-79.13333,172.157"
9ba640d6-750c-11e6-834d-5fcfed080ab0,2015-12-24 08:20:30+0000,8,3,-45.8745,43.7236,2016-08-15 07:45:21+0000,2015-04-29 15:52:20+0000,FALSE,Motion,Clone,South-East-1A,"-45.8745,43.7236"
9b9d6662-750c-11e6-834d-5fcfed080ab0,2016-06-09 10:13:37+0000,61,3,-25.47792,-148.0233,2016-06-14 08:49:50+0000,2014-10-14 01:37:36+0000,FALSE,Humidity,Silence,South-East-1F,"-25.47792,-148.0233"
9ba3cf86-750c-11e6-834d-5fcfed080ab0,2016-03-14 09:32:58+0000,32,3,80.53431,179.1027,2016-03-21 02:05:00+0000,2015-10-20 22:06:11+0000,FALSE,Motion,Grime,North-1G,"80.53431,179.1027"
9b9f624a-750c-11e6-834d-5fcfed080ab0,2015-11-27 07:37:01+0000,77,1,-63.70854,44.017,2015-12-22 17:26:33+0000,2015-05-13 02:20:58+0000,FALSE,Temperature,Chaos Assembly,East-1E,"-63.70854,44.017"
9ba4e0eb-750c-11e6-834d-5fcfed080ab0,2016-04-27 23:32:45+0000,51,2,-88.28103,34.2883,2016-08-31 22:43:39+0000,2013-12-17 21:32:13+0000,FALSE,Motion,Germ,West-1C,"-88.28103,34.2883"
9ba41e00-750c-11e6-834d-5fcfed080ab0,2016-08-20 10:28:39+0000,71,1,-68.43399,154.0188,2016-08-20 15:16:25+0000,2016-07-27 23:10:55+0000,FALSE,Humidity,Furor,South-1B,"-68.43399,154.0188"
9b93a262-750c-11e6-834d-5fcfed080ab0,2016-02-09 21:02:05+0000,48,1,45.72159,140.7057,2016-03-04 10:07:53+0000,2015-10-09 05:50:35+0000,FALSE,Temperature/Motion,Silence,North-1A,"45.72159,140.7057"
9ba55604-750c-11e6-834d-5fcfed080ab0,2016-05-06 04:42:25+0000,32,3,-26.34626,-124.58,2016-07-16 03:49:08+0000,2014-04-03 20:53:31+0000,FALSE,Temperature/Motion,Furor,South-1F,"-26.34626,-124.58"
9ba1ac81-750c-11e6-834d-5fcfed080ab0,2015-09-02 18:56:07+0000,47,3,-28.10947,-52.4322,2016-01-05 04:23:28+0000,2014-09-17 11:03:17+0000,FALSE,Temperature/Humidity,Crew of Iron,South-1E,"-28.10947,-52.4322"
9b9f6255-750c-11e6-834d-5fcfed080ab0,2016-07-06 04:18:02+0000,28,1,71.06832,-174.8709,2016-07-18 01:06:13+0000,2015-02-24 16:14:07+0000,FALSE,Temperature,Valhalla,West-1A,"71.06832,-174.8709"
9ba44434-750c-11e6-834d-5fcfed080ab0,2015-12-03 18:40:07+0000,56,3,40.98363,-133.6259,2016-08-23 16:20:09+0000,2014-03-08 01:11:43+0000,FALSE,Humidity,Silence,South-1A,"40.98363,-133.6259"
9b98d282-750c-11e6-834d-5fcfed080ab0,2016-05-30 13:59:27+0000,36,2,-40.49448,21.4811,2016-08-28 02:19:09+0000,2015-12-27 17:24:26+0000,FALSE,Temperature/Humidity,Lightning,South-1A,"-40.49448,21.4811"
9ba3cffa-750c-11e6-834d-5fcfed080ab0,2016-02-14 14:50:44+0000,9,2,-16.15618,146.4305,2016-05-22 02:06:08+0000,2015-08-13 08:39:11+0000,FALSE,Temperature/Humidity,Lightning,East-1D,"-16.15618,146.4305"
9ba4b9cd-750c-11e6-834d-5fcfed080ab0,2016-01-06 04:18:01+0000,43,3,-29.0066,108.7411,2016-06-17 18:59:19+0000,2014-03-26 05:48:33+0000,FALSE,Temperature/Motion/Humidity,Parallel,East-1B,"-29.0066,108.7411"
9ba0c20d-750c-11e6-834d-5fcfed080ab0,2015-09-14 14:33:59+0000,16,2,27.49786,174.1094,2016-06-03 08:59:59+0000,2015-01-06 01:49:03+0000,FALSE,Motion/Humidity,Germ,South-East-1G,"27.49786,174.1094"
9b9fb069-750c-11e6-834d-5fcfed080ab0,2015-12-22 00:40:07+0000,64,3,-84.14375,-167.1708,2016-02-19 17:50:26+0000,2015-08-29 02:52:31+0000,TRUE,Humidity,Lightning,South-1A,"-84.14375,-167.1708"
9ba3f645-750c-11e6-834d-5fcfed080ab0,2016-08-02 07:19:22+0000,95,2,35.32795,-5.7121,2016-08-20 02:43:41+0000,2016-02-10 17:13:45+0000,FALSE,Temperature,Silence,South-East-1B,"35.32795,-5.7121"
9ba52f7c-750c-11e6-834d-5fcfed080ab0,2015-09-10 07:44:34+0000,1,2,17.15401,5.341,2015-09-16 06:05:01+0000,2014-07-12 13:24:15+0000,FALSE,Temperature,Parallel,East-1A,"17.15401,5.341"
9ba2e4b0-750c-11e6-834d-5fcfed080ab0,2016-04-06 10:12:03+0000,50,2,35.67101,-40.3999,2016-04-19 08:01:15+0000,2014-01-26 10:26:10+0000,FALSE,Temperature/Motion,Crew of Iron,South-West-1E,"35.67101,-40.3999"
9ba5cb30-750c-11e6-834d-5fcfed080ab0,2016-03-10 19:50:13+0000,23,3,37.33259,-111.9578,2016-04-19 05:29:28+0000,2014-04-24 01:22:48+0000,FALSE,Humidity,Shadow Council,South-West-1A,"37.33259,-111.9578"
9ba52f8d-750c-11e6-834d-5fcfed080ab0,2016-07-21 04:44:01+0000,14,1,-60.41183,-13.7886,2016-08-17 02:59:58+0000,2014-08-19 08:09:54+0000,FALSE,Temperature/Motion,Clone,North-East-1B,"-60.41183,-13.7886"
9ba555b4-750c-11e6-834d-5fcfed080ab0,2016-02-23 12:41:44+0000,31,1,57.33325,32.2568,2016-04-28 01:45:01+0000,2015-12-19 12:21:03+0000,FALSE,Temperature/Motion/Humidity,Twilight,North-East-1G,"57.33325,32.2568"
9ba26fec-750c-11e6-834d-5fcfed080ab0,2016-04-01 19:37:08+0000,90,3,81.85438,-129.777,2016-05-08 05:46:10+0000,2016-01-20 20:00:38+0000,FALSE,Temperature/Humidity,Crew of Iron,North-East-1G,"81.85438,-129.777"
9ba52f7b-750c-11e6-834d-5fcfed080ab0,2016-06-14 18:47:19+0000,22,3,22.68057,-129.3587,2016-08-30 04:39:22+0000,2015-03-31 10:07:18+0000,TRUE,Temperature,Parallel,North-West-1D,"22.68057,-129.3587"
9ba248ae-750c-11e6-834d-5fcfed080ab0,2016-01-05 01:00:43+0000,33,1,-68.44454,52.4525,2016-08-14 06:54:35+0000,2015-06-23 08:42:59+0000,FALSE,Temperature/Motion,Grime,West-1F,"-68.44454,52.4525"
9ba4e0ce-750c-11e6-834d-5fcfed080ab0,2016-01-01 09:49:29+0000,91,3,-19.80924,71.6592,2016-03-12 06:44:46+0000,2015-06-15 05:21:21+0000,TRUE,Temperature/Motion,Chaos Assembly,South-East-1A,"-19.80924,71.6592"
9b943eaa-750c-11e6-834d-5fcfed080ab0,2016-02-17 22:15:16+0000,75,3,-87.34813,130.7555,2016-04-11 22:55:20+0000,2015-05-01 21:25:58+0000,FALSE,Motion/Humidity,Phantom,South-West-1G,"-87.34813,130.7555"
9ba2bdfe-750c-11e6-834d-5fcfed080ab0,2015-10-22 16:39:19+0000,53,1,31.25621,154.9298,2016-08-10 02:05:50+0000,2013-12-18 15:16:52+0000,FALSE,Motion/Humidity,Silence,South-East-1A,"31.25621,154.9298"
9ba640c7-750c-11e6-834d-5fcfed080ab0,2016-02-20 11:36:26+0000,10,1,49.83313,-125.2574,2016-04-04 12:57:33+0000,2014-12-03 22:25:16+0000,FALSE,Temperature/Motion/Humidity,Phantom,South-West-1D,"49.83313,-125.2574"
9ba2bdb2-750c-11e6-834d-5fcfed080ab0,2016-02-19 07:06:59+0000,2,2,67.26166,-132.5624,2016-05-01 18:54:12+0000,2014-05-06 10:18:44+0000,FALSE,Motion,Twilight,South-West-1A,"67.26166,-132.5624"
9ba507e4-750c-11e6-834d-5fcfed080ab0,2015-11-11 16:39:49+0000,55,3,42.92229,-84.7323,2016-07-12 14:16:34+0000,2015-06-20 13:09:42+0000,FALSE,Temperature/Humidity,Twilight,North-1A,"42.92229,-84.7323"
9ba3337a-750c-11e6-834d-5fcfed080ab0,2016-05-23 20:31:05+0000,30,2,-32.18898,-88.9496,2016-07-30 16:08:22+0000,2014-11-06 11:27:58+0000,FALSE,Humidity,Grime,North-East-1D,"-32.18898,-88.9496"
9ba667a3-750c-11e6-834d-5fcfed080ab0,2016-08-15 23:06:55+0000,53,3,66.13247,-97.3708,2016-08-23 04:14:06+0000,2014-06-15 10:51:13+0000,FALSE,Humidity,Shadow Council,East-1G,"66.13247,-97.3708"
9ba5cb65-750c-11e6-834d-5fcfed080ab0,2016-05-20 19:03:42+0000,21,1,12.94517,-134.6477,2016-05-25 02:33:07+0000,2014-08-09 23:36:32+0000,FALSE,Humidity,Furor,North-West-1B,"12.94517,-134.6477"
9ba3f6c1-750c-11e6-834d-5fcfed080ab0,2015-09-16 11:52:03+0000,84,2,-69.54316,-144.7533,2016-05-16 03:56:09+0000,2014-12-21 12:56:01+0000,FALSE,Temperature/Motion/Humidity,Silence,South-East-1E,"-69.54316,-144.7533"
9ba5a492-750c-11e6-834d-5fcfed080ab0,2016-05-10 02:14:11+0000,36,1,35.39725,132.8754,2016-08-16 05:19:12+0000,2015-01-08 12:47:14+0000,FALSE,Temperature,Twilight,North-1D,"35.39725,132.8754"
9b988465-750c-11e6-834d-5fcfed080ab0,2016-08-03 11:02:46+0000,85,3,23.05591,53.929,2016-08-31 06:43:52+0000,2014-06-23 03:37:29+0000,FALSE,Motion/Humidity,Furor,West-1G,"23.05591,53.929"
9ba4b9a8-750c-11e6-834d-5fcfed080ab0,2016-07-14 04:07:06+0000,31,3,-51.11311,-90.2491,2016-08-22 03:03:38+0000,2014-07-27 15:46:05+0000,FALSE,Motion,Shadow Council,East-1D,"-51.11311,-90.2491"
9ba38187-750c-11e6-834d-5fcfed080ab0,2015-11-18 13:38:17+0000,12,3,-8.73617,83.9223,2016-08-26 03:12:19+0000,2015-06-21 03:19:20+0000,FALSE,Temperature,Grime,North-East-1D,"-8.73617,83.9223"
9ba1acad-750c-11e6-834d-5fcfed080ab0,2016-07-19 20:07:53+0000,11,3,-79.13231,-69.6978,2016-07-31 21:20:07+0000,2016-03-19 04:43:10+0000,FALSE,Motion,Shadow Council,South-East-1E,"-79.13231,-69.6978"
9ba24875-750c-11e6-834d-5fcfed080ab0,2016-05-28 04:34:39+0000,98,1,-73.0062,104.4152,2016-07-17 08:14:15+0000,2016-03-13 14:11:30+0000,FALSE,Humidity,Parallel,North-East-1A,"-73.0062,104.4152"
9ba0c1de-750c-11e6-834d-5fcfed080ab0,2016-07-07 11:42:19+0000,81,1,73.80969,-34.6763,2016-07-25 18:09:31+0000,2015-11-23 17:56:10+0000,FALSE,Temperature/Humidity,Valhalla,North-1G,"73.80969,-34.6763"
9b9920a3-750c-11e6-834d-5fcfed080ab0,2016-07-27 15:12:03+0000,30,2,0.24695,158.1516,2016-08-29 20:09:59+0000,2014-09-01 19:11:00+0000,FALSE,Motion/Humidity,Parallel,South-West-1D,"0.24695,158.1516"
9ba66730-750c-11e6-834d-5fcfed080ab0,2016-06-14 23:06:23+0000,9,3,-26.26893,-80.4043,2016-06-15 19:53:38+0000,2015-12-11 04:02:11+0000,FALSE,Temperature/Motion,Crew of Iron,North-West-1A,"-26.26893,-80.4043"
9ba50836-750c-11e6-834d-5fcfed080ab0,2016-01-06 16:26:22+0000,82,3,-43.05649,33.7204,2016-05-03 09:12:55+0000,2015-03-11 12:12:27+0000,FALSE,Motion/Humidity,Lightning,North-1E,"-43.05649,33.7204"
9ba5569f-750c-11e6-834d-5fcfed080ab0,2015-10-16 20:04:32+0000,15,1,-65.67344,84.8898,2016-07-08 07:09:19+0000,2015-09-29 04:45:42+0000,TRUE,Motion,Grime,North-East-1F,"-65.67344,84.8898"
9ba57cdc-750c-11e6-834d-5fcfed080ab0,2016-07-15 21:55:56+0000,74,2,-36.01704,2.7134,2016-08-03 00:07:43+0000,2014-09-24 17:12:36+0000,FALSE,Temperature/Humidity,Germ,North-1E,"-36.01704,2.7134"
9ba4448f-750c-11e6-834d-5fcfed080ab0,2016-01-22 00:49:04+0000,54,1,-72.64093,170.1998,2016-03-30 14:04:44+0000,2015-02-06 20:38:40+0000,FALSE,Temperature/Motion,Phantom,South-West-1B,"-72.64093,170.1998"
9ba46bbf-750c-11e6-834d-5fcfed080ab0,2015-11-08 06:20:56+0000,71,3,-3.71951,106.8169,2016-06-03 23:57:24+0000,2014-09-04 07:00:38+0000,FALSE,Humidity,Silence,North-West-1G,"-3.71951,106.8169"
9ba248dc-750c-11e6-834d-5fcfed080ab0,2015-11-04 03:26:21+0000,5,2,-52.88769,133.0364,2016-06-29 07:40:36+0000,2015-05-11 21:25:40+0000,FALSE,Humidity,Silence,East-1B,"-52.88769,133.0364"
